Touch Area (mm²),Pressure (force),Age Group
137,0.67,Child
494,2.37,Adult
286,1.33,Teen
234,1.17,Teen
306,1.58,Teen
633,3.14,Adult
534,2.62,Adult
462,2.28,Adult
279,1.37,Teen
117,0.55,Child
564,2.77,Adult
497,2.56,Adult
100,0.49,Child
587,3.07,Adult
261,1.37,Teen
478,2.4,Adult
242,1.16,Teen
320,1.57,Teen
234,1.11,Teen
521,2.72,Adult
90,0.38,Child
96,0.53,Child
122,0.53,Child
638,3.13,Adult
610,3.16,Adult
105,0.47,Child
513,2.48,Adult
120,0.67,Child
628,3.17,Adult
279,1.31,Teen
299,1.46,Teen
260,1.18,Teen
269,1.34,Teen
324,1.57,Teen
77,0.41,Child
84,0.46,Child
139,0.75,Child
248,1.22,Teen
108,0.56,Child
303,1.53,Teen
619,3.01,Adult
101,0.55,Child
237,1.23,Teen
624,3.16,Adult
260,1.33,Teen
74,0.42,Child
302,1.66,Teen
270,1.24,Teen
568,2.85,Adult
531,2.65,Adult
98,0.51,Child
85,0.41,Child
118,0.66,Child
242,1.16,Teen
311,1.48,Teen
120,0.52,Child
329,1.58,Teen
236,1.2,Teen
277,1.47,Teen
73,0.42,Child
133,0.59,Child
310,1.7,Teen
109,0.5,Child
594,2.91,Adult
324,1.55,Teen
608,3.11,Adult
454,2.27,Adult
306,1.57,Teen
108,0.55,Child
84,0.43,Child
512,2.64,Adult
574,2.89,Adult
327,1.65,Teen
305,1.59,Teen
327,1.56,Teen
528,2.64,Adult
102,0.51,Child
518,2.61,Adult
102,0.44,Child
498,2.5,Adult
90,0.51,Child
234,1.21,Teen
252,1.22,Teen
329,1.73,Teen
261,1.25,Teen
315,1.64,Teen
271,1.44,Teen
95,0.47,Child
233,1.19,Teen
254,1.36,Teen
98,0.52,Child
624,2.99,Adult
99,0.52,Child
282,1.41,Teen
254,1.19,Teen
276,1.37,Teen
129,0.72,Child
522,2.52,Adult
487,2.4,Adult
91,0.39,Child
483,2.52,Adult
244,1.2,Teen
86,0.4,Child
107,0.52,Child
617,3.12,Adult
277,1.49,Teen
509,2.46,Adult
137,0.68,Child
258,1.23,Teen
124,0.6,Child
323,1.75,Teen
123,0.6,Child
244,1.28,Teen
516,2.66,Adult
133,0.67,Child
548,2.66,Adult
560,2.92,Adult
98,0.46,Child
88,0.49,Child
286,1.49,Teen
102,0.55,Child
329,1.7,Teen
112,0.57,Child
269,1.36,Teen
95,0.54,Child
490,2.36,Adult
253,1.17,Teen
573,2.83,Adult
136,0.75,Child
275,1.34,Teen
110,0.49,Child
137,0.73,Child
107,0.48,Child
530,2.67,Adult
135,0.6,Child
329,1.56,Teen
320,1.53,Teen
632,3.12,Adult
499,2.52,Adult
276,1.36,Teen
516,2.63,Adult
120,0.57,Child
473,2.47,Adult
128,0.59,Child
617,3.15,Adult
546,2.82,Adult
231,1.24,Teen
326,1.58,Teen
129,0.61,Child
562,2.73,Adult
112,0.56,Child
563,2.79,Adult
594,2.85,Adult
245,1.27,Teen
244,1.34,Teen
295,1.51,Teen
276,1.41,Teen
276,1.28,Teen
97,0.47,Child
579,2.85,Adult
242,1.14,Teen
92,0.4,Child
454,2.29,Adult
510,2.56,Adult
70,0.37,Child
139,0.67,Child
626,2.98,Adult
98,0.55,Child
130,0.7,Child
541,2.8,Adult
278,1.52,Teen
255,1.27,Teen
642,3.3,Adult
295,1.57,Teen
119,0.57,Child
492,2.43,Adult
121,0.54,Child
253,1.33,Teen
313,1.42,Teen
243,1.14,Teen
80,0.43,Child
300,1.46,Teen
134,0.72,Child
525,2.68,Adult
585,2.84,Adult
100,0.5,Child
247,1.21,Teen
255,1.18,Teen
90,0.48,Child
498,2.45,Adult
572,2.82,Adult
516,2.52,Adult
264,1.37,Teen
132,0.65,Child
499,2.43,Adult
127,0.57,Child
495,2.51,Adult
505,2.61,Adult
481,2.52,Adult
100,0.56,Child
266,1.27,Teen
626,3.07,Adult
459,2.31,Adult
266,1.25,Teen
238,1.29,Teen
98,0.56,Child
252,1.31,Teen
85,0.44,Child
566,2.85,Adult
477,2.45,Adult
249,1.32,Teen
560,2.66,Adult
236,1.1,Teen
125,0.64,Child
585,2.78,Adult
269,1.22,Teen
490,2.5,Adult
539,2.64,Adult
129,0.61,Child
463,2.41,Adult
522,2.61,Adult
134,0.65,Child
90,0.42,Child
555,2.66,Adult
482,2.37,Adult
646,3.13,Adult
121,0.52,Child
96,0.54,Child
604,3.1,Adult
77,0.43,Child
606,2.88,Adult
77,0.37,Child
287,1.44,Teen
589,2.82,Adult
601,2.98,Adult
288,1.41,Teen
93,0.41,Child
580,2.81,Adult
325,1.7,Teen
603,3.12,Adult
302,1.45,Teen
297,1.53,Teen
321,1.56,Teen
285,1.3,Teen
470,2.33,Adult
599,2.91,Adult
70,0.35,Child
239,1.31,Teen
522,2.59,Adult
624,3.04,Adult
612,3.05,Adult
494,2.57,Adult
324,1.75,Teen
125,0.72,Child
525,2.53,Adult
245,1.28,Teen
612,3.09,Adult
118,0.62,Child
99,0.48,Child
619,3.17,Adult
111,0.54,Child
120,0.64,Child
536,2.77,Adult
487,2.42,Adult
576,2.98,Adult
510,2.59,Adult
625,3.13,Adult
77,0.37,Child
483,2.4,Adult
304,1.59,Teen
308,1.45,Teen
79,0.35,Child
314,1.73,Teen
256,1.17,Teen
73,0.35,Child
101,0.57,Child
78,0.39,Child
542,2.66,Adult
269,1.26,Teen
530,2.57,Adult
595,2.91,Adult
314,1.54,Teen
98,0.52,Child
79,0.4,Child
100,0.56,Child
139,0.6,Child
268,1.36,Teen
320,1.49,Teen
328,1.75,Teen
265,1.21,Teen
77,0.41,Child
302,1.58,Teen
640,3.07,Adult
134,0.63,Child
274,1.38,Teen
248,1.29,Teen
592,2.85,Adult
558,2.89,Adult
474,2.34,Adult
482,2.38,Adult
88,0.45,Child
139,0.68,Child
117,0.62,Child
270,1.36,Teen
497,2.55,Adult
511,2.51,Adult
609,2.95,Adult
260,1.24,Teen
479,2.37,Adult
485,2.54,Adult
507,2.42,Adult
110,0.54,Child
541,2.61,Adult
113,0.63,Child
489,2.44,Adult
625,3.1,Adult
531,2.77,Adult
568,2.93,Adult
637,3.22,Adult
270,1.24,Teen
102,0.47,Child
496,2.51,Adult
622,2.97,Adult
260,1.42,Teen
292,1.46,Teen
96,0.5,Child
610,3.07,Adult
479,2.5,Adult
291,1.55,Teen
235,1.16,Teen
603,3.09,Adult
300,1.55,Teen
95,0.52,Child
296,1.34,Teen
133,0.65,Child
294,1.51,Teen
73,0.35,Child
607,3.18,Adult
92,0.49,Child
78,0.35,Child
640,3.27,Adult
570,2.93,Adult
489,2.34,Adult
314,1.72,Teen
250,1.24,Teen
118,0.58,Child
132,0.64,Child
521,2.5,Adult
118,0.55,Child
115,0.63,Child
601,2.89,Adult
544,2.7,Adult
614,3.0,Adult
76,0.35,Child
648,3.08,Adult
235,1.27,Teen
237,1.1,Teen
627,3.0,Adult
85,0.48,Child
282,1.53,Teen
504,2.51,Adult
100,0.43,Child
267,1.29,Teen
238,1.31,Teen
248,1.27,Teen
257,1.34,Teen
101,0.52,Child
290,1.4,Teen
136,0.62,Child
305,1.55,Teen
316,1.53,Teen
612,3.13,Adult
283,1.34,Teen
293,1.48,Teen
266,1.32,Teen
275,1.24,Teen
315,1.43,Teen
133,0.75,Child
626,3.22,Adult
625,3.08,Adult
648,3.25,Adult
238,1.25,Teen
481,2.3,Adult
547,2.82,Adult
119,0.51,Child
126,0.65,Child
126,0.57,Child
604,3.05,Adult
232,1.1,Teen
273,1.49,Teen
461,2.21,Adult
132,0.75,Child
257,1.32,Teen
330,1.62,Teen
93,0.41,Child
499,2.54,Adult
461,2.4,Adult
522,2.65,Adult
453,2.29,Adult
131,0.57,Child
562,2.8,Adult
99,0.55,Child
598,2.98,Adult
275,1.48,Teen
76,0.44,Child
634,3.16,Adult
303,1.46,Teen
248,1.32,Teen
77,0.43,Child
613,3.18,Adult
131,0.6,Child
636,3.07,Adult
315,1.5,Teen
90,0.43,Child
74,0.42,Child
264,1.37,Teen
250,1.19,Teen
321,1.66,Teen
548,2.73,Adult
309,1.59,Teen
610,3.15,Adult
298,1.55,Teen
139,0.73,Child
76,0.38,Child
294,1.49,Teen
508,2.62,Adult
259,1.21,Teen
301,1.5,Teen
475,2.35,Adult
299,1.36,Teen
311,1.67,Teen
606,3.12,Adult
235,1.1,Teen
105,0.55,Child
322,1.69,Teen
302,1.44,Teen
641,3.1,Adult
264,1.41,Teen
569,2.79,Adult
127,0.67,Child
499,2.44,Adult
315,1.54,Teen
140,0.75,Child
517,2.51,Adult
96,0.42,Child
109,0.59,Child
248,1.25,Teen
246,1.19,Teen
230,1.11,Teen
292,1.59,Teen
312,1.69,Teen
87,0.42,Child
273,1.24,Teen
126,0.54,Child
262,1.32,Teen
300,1.58,Teen
285,1.52,Teen
119,0.54,Child
74,0.39,Child
109,0.53,Child
310,1.7,Teen
86,0.4,Child
634,3.22,Adult
497,2.61,Adult
453,2.25,Adult
113,0.65,Child
77,0.43,Child
87,0.46,Child
264,1.35,Teen
622,3.17,Adult
140,0.72,Child
465,2.4,Adult
237,1.19,Teen
456,2.35,Adult
71,0.4,Child
610,3.18,Adult
317,1.55,Teen
529,2.58,Adult
317,1.65,Teen
117,0.53,Child
113,0.55,Child
256,1.33,Teen
276,1.36,Teen
602,3.06,Adult
581,3.01,Adult
111,0.56,Child
479,2.43,Adult
526,2.51,Adult
316,1.48,Teen
139,0.69,Child
256,1.37,Teen
240,1.19,Teen
475,2.28,Adult
233,1.16,Teen
276,1.33,Teen
309,1.39,Teen
72,0.36,Child
79,0.42,Child
517,2.67,Adult
139,0.75,Child
138,0.62,Child
631,3.24,Adult
618,2.96,Adult
647,3.3,Adult
271,1.49,Teen
564,2.73,Adult
264,1.45,Teen
330,1.75,Teen
111,0.58,Child
615,3.06,Adult
510,2.48,Adult
544,2.67,Adult
296,1.53,Teen
126,0.64,Child
279,1.26,Teen
278,1.45,Teen
114,0.62,Child
230,1.24,Teen
299,1.41,Teen
248,1.15,Teen
269,1.25,Teen
546,2.71,Adult
472,2.25,Adult
297,1.39,Teen
586,2.99,Adult
90,0.4,Child
527,2.55,Adult
648,3.3,Adult
622,3.2,Adult
115,0.64,Child
615,2.99,Adult
313,1.48,Teen
644,3.29,Adult
275,1.3,Teen
502,2.47,Adult
534,2.6,Adult
279,1.53,Teen
607,3.05,Adult
253,1.2,Teen
81,0.39,Child
83,0.46,Child
283,1.3,Teen
473,2.47,Adult
121,0.52,Child
279,1.51,Teen
230,1.21,Teen
492,2.42,Adult
118,0.68,Child
622,3.21,Adult
240,1.1,Teen
122,0.59,Child
114,0.57,Child
113,0.64,Child
549,2.83,Adult
127,0.61,Child
103,0.57,Child
509,2.55,Adult
131,0.7,Child
557,2.73,Adult
76,0.39,Child
517,2.57,Adult
250,1.34,Teen
497,2.49,Adult
510,2.6,Adult
279,1.42,Teen
505,2.49,Adult
603,3.1,Adult
309,1.52,Teen
113,0.49,Child
272,1.46,Teen
549,2.69,Adult
82,0.45,Child
329,1.6,Teen
511,2.63,Adult
128,0.6,Child
120,0.54,Child
490,2.49,Adult
579,2.86,Adult
80,0.46,Child
299,1.53,Teen
520,2.5,Adult
604,3.0,Adult
268,1.29,Teen
84,0.43,Child
515,2.6,Adult
107,0.55,Child
614,3.01,Adult
104,0.56,Child
286,1.36,Teen
562,2.88,Adult
604,3.0,Adult
482,2.52,Adult
499,2.42,Adult
255,1.21,Teen
591,3.07,Adult
287,1.53,Teen
649,3.3,Adult
541,2.68,Adult
631,3.3,Adult
650,3.25,Adult
513,2.49,Adult
312,1.66,Teen
330,1.51,Teen
458,2.24,Adult
316,1.7,Teen
104,0.59,Child
466,2.24,Adult
323,1.52,Teen
134,0.69,Child
282,1.42,Teen
124,0.71,Child
584,2.89,Adult
299,1.56,Teen
574,2.79,Adult
291,1.54,Teen
317,1.72,Teen
570,2.73,Adult
263,1.28,Teen
77,0.4,Child
241,1.28,Teen
115,0.49,Child
578,2.92,Adult
583,2.88,Adult
542,2.65,Adult
138,0.64,Child
132,0.6,Child
557,2.9,Adult
247,1.17,Teen
74,0.36,Child
315,1.48,Teen
265,1.26,Teen
234,1.19,Teen
456,2.35,Adult
84,0.4,Child
234,1.23,Teen
499,2.59,Adult
240,1.1,Teen
317,1.57,Teen
110,0.6,Child
75,0.41,Child
105,0.6,Child
477,2.45,Adult
565,2.76,Adult
248,1.2,Teen
320,1.54,Teen
635,3.3,Adult
551,2.72,Adult
84,0.43,Child
589,2.82,Adult
528,2.69,Adult
83,0.48,Child
125,0.64,Child
99,0.43,Child
325,1.68,Teen
308,1.5,Teen
626,3.19,Adult
104,0.46,Child
497,2.41,Adult
493,2.36,Adult
137,0.69,Child
585,2.95,Adult
299,1.55,Teen
292,1.6,Teen
460,2.32,Adult
114,0.55,Child
240,1.29,Teen
240,1.29,Teen
545,2.68,Adult
606,3.05,Adult
236,1.16,Teen
282,1.5,Teen
587,2.91,Adult
486,2.48,Adult
119,0.66,Child
309,1.68,Teen
329,1.58,Teen
77,0.42,Child
322,1.67,Teen
510,2.55,Adult
591,2.98,Adult
257,1.41,Teen
486,2.35,Adult
269,1.42,Teen
295,1.44,Teen
76,0.37,Child
315,1.65,Teen
639,3.2,Adult
281,1.34,Teen
599,2.94,Adult
327,1.5,Teen
129,0.61,Child
96,0.54,Child
567,2.82,Adult
528,2.74,Adult
78,0.35,Child
638,3.28,Adult
311,1.57,Teen
520,2.54,Adult
90,0.49,Child
237,1.17,Teen
314,1.68,Teen
131,0.58,Child
249,1.22,Teen
493,2.5,Adult
280,1.44,Teen
262,1.37,Teen
247,1.33,Teen
519,2.56,Adult
76,0.43,Child
554,2.76,Adult
104,0.6,Child
548,2.62,Adult
118,0.52,Child
307,1.59,Teen
286,1.36,Teen
586,3.04,Adult
464,2.4,Adult
613,2.94,Adult
560,2.74,Adult
90,0.45,Child
327,1.51,Teen
482,2.33,Adult
498,2.42,Adult
113,0.63,Child
79,0.35,Child
250,1.25,Teen
105,0.51,Child
112,0.62,Child
594,2.85,Adult
620,3.08,Adult
490,2.55,Adult
571,2.8,Adult
232,1.21,Teen
259,1.38,Teen
79,0.38,Child
523,2.49,Adult
93,0.45,Child
465,2.28,Adult
283,1.44,Teen
601,2.9,Adult
263,1.25,Teen
517,2.46,Adult
125,0.69,Child
243,1.23,Teen
247,1.14,Teen
134,0.6,Child
231,1.24,Teen
515,2.66,Adult
273,1.49,Teen
246,1.2,Teen
516,2.7,Adult
253,1.22,Teen
473,2.29,Adult
469,2.25,Adult
258,1.35,Teen
277,1.26,Teen
532,2.66,Adult
469,2.31,Adult
280,1.41,Teen
110,0.55,Child
135,0.75,Child
106,0.51,Child
111,0.5,Child
504,2.42,Adult
561,2.81,Adult
88,0.45,Child
511,2.61,Adult
81,0.38,Child
605,2.95,Adult
86,0.48,Child
242,1.11,Teen
535,2.66,Adult
477,2.4,Adult
324,1.75,Teen
253,1.18,Teen
233,1.11,Teen
582,2.9,Adult
297,1.61,Teen
494,2.49,Adult
310,1.7,Teen
469,2.42,Adult
236,1.16,Teen
113,0.5,Child
290,1.53,Teen
305,1.39,Teen
294,1.5,Teen
86,0.49,Child
473,2.26,Adult
634,3.05,Adult
596,3.12,Adult
455,2.23,Adult
117,0.67,Child
111,0.6,Child
485,2.39,Adult
129,0.69,Child
478,2.38,Adult
483,2.45,Adult
286,1.46,Teen
265,1.4,Teen
114,0.6,Child
553,2.75,Adult
461,2.32,Adult
274,1.36,Teen
105,0.57,Child
295,1.6,Teen
112,0.55,Child
563,2.85,Adult
319,1.69,Teen
522,2.63,Adult
637,3.26,Adult
636,3.24,Adult
519,2.67,Adult
129,0.72,Child
566,2.78,Adult
323,1.48,Teen
235,1.14,Teen
544,2.73,Adult
623,3.12,Adult
298,1.4,Teen
606,2.95,Adult
519,2.5,Adult
308,1.67,Teen
242,1.33,Teen
512,2.56,Adult
121,0.66,Child
253,1.35,Teen
505,2.59,Adult
591,3.03,Adult
117,0.66,Child
82,0.46,Child
585,3.03,Adult
587,2.8,Adult
244,1.22,Teen
641,3.3,Adult
287,1.56,Teen
108,0.53,Child
138,0.67,Child
90,0.5,Child
459,2.25,Adult
100,0.55,Child
262,1.37,Teen
115,0.57,Child
307,1.56,Teen
257,1.41,Teen
108,0.55,Child
265,1.43,Teen
310,1.65,Teen
454,2.3,Adult
597,2.95,Adult
318,1.7,Teen
115,0.56,Child
76,0.42,Child
632,3.14,Adult
463,2.37,Adult
543,2.59,Adult
124,0.69,Child
109,0.59,Child
97,0.47,Child
301,1.37,Teen
471,2.29,Adult
582,3.01,Adult
303,1.47,Teen
281,1.52,Teen
76,0.35,Child
132,0.75,Child
111,0.55,Child
127,0.58,Child
110,0.52,Child
138,0.71,Child
133,0.57,Child
254,1.35,Teen
550,2.7,Adult
535,2.77,Adult
132,0.71,Child
241,1.1,Teen
113,0.55,Child
279,1.53,Teen
118,0.57,Child
106,0.59,Child
649,3.28,Adult
325,1.72,Teen
118,0.58,Child
136,0.69,Child
266,1.43,Teen
275,1.34,Teen
79,0.43,Child
280,1.45,Teen
84,0.43,Child
99,0.45,Child
505,2.47,Adult
83,0.39,Child
239,1.22,Teen
92,0.51,Child
639,3.07,Adult
101,0.44,Child
617,3.09,Adult
509,2.63,Adult
230,1.12,Teen
302,1.64,Teen
298,1.39,Teen
464,2.31,Adult
301,1.41,Teen
257,1.23,Teen
456,2.37,Adult
73,0.39,Child
119,0.66,Child
255,1.15,Teen
519,2.54,Adult
302,1.42,Teen
519,2.54,Adult
96,0.51,Child
647,3.3,Adult
622,3.22,Adult
622,3.21,Adult
99,0.49,Child
304,1.51,Teen
526,2.51,Adult
125,0.65,Child
140,0.7,Child
552,2.69,Adult
291,1.44,Teen
638,3.17,Adult
109,0.55,Child
88,0.39,Child
327,1.67,Teen
238,1.1,Teen
140,0.75,Child
480,2.47,Adult
235,1.28,Teen
494,2.39,Adult
243,1.11,Teen
115,0.51,Child
136,0.6,Child
92,0.5,Child
240,1.12,Teen
575,2.77,Adult
239,1.12,Teen
128,0.62,Child
643,3.12,Adult
318,1.68,Teen
252,1.36,Teen
515,2.63,Adult
313,1.44,Teen
110,0.5,Child
324,1.46,Teen
91,0.42,Child
259,1.27,Teen
126,0.68,Child
578,2.9,Adult
260,1.24,Teen
641,3.21,Adult
589,3.03,Adult
276,1.5,Teen
301,1.62,Teen
648,3.25,Adult
460,2.37,Adult
255,1.2,Teen
581,2.77,Adult
277,1.42,Teen
253,1.24,Teen
112,0.5,Child
577,2.75,Adult
493,2.52,Adult
486,2.54,Adult
574,2.79,Adult
238,1.2,Teen
110,0.63,Child
248,1.26,Teen
513,2.56,Adult
244,1.23,Teen
116,0.51,Child
136,0.67,Child
268,1.26,Teen
482,2.41,Adult
587,2.93,Adult
293,1.45,Teen
523,2.51,Adult
108,0.51,Child
139,0.75,Child
103,0.56,Child
84,0.4,Child
278,1.38,Teen
557,2.81,Adult
317,1.44,Teen
264,1.27,Teen
650,3.3,Adult
320,1.61,Teen
75,0.4,Child
500,2.39,Adult
118,0.66,Child
125,0.59,Child
93,0.53,Child
76,0.39,Child
275,1.39,Teen
324,1.75,Teen
478,2.49,Adult
321,1.52,Teen
101,0.49,Child
500,2.43,Adult
91,0.49,Child
559,2.66,Adult
531,2.72,Adult
78,0.44,Child
575,2.83,Adult
466,2.33,Adult
129,0.56,Child
239,1.29,Teen
528,2.55,Adult
134,0.68,Child
74,0.35,Child
310,1.52,Teen
622,3.08,Adult
250,1.14,Teen
117,0.63,Child
125,0.61,Child
323,1.75,Teen
234,1.1,Teen
271,1.25,Teen
136,0.7,Child
265,1.42,Teen
98,0.44,Child
630,3.27,Adult
112,0.56,Child
569,2.77,Adult
306,1.46,Teen
113,0.63,Child
300,1.42,Teen
271,1.3,Teen
105,0.5,Child
233,1.1,Teen
94,0.52,Child
121,0.62,Child
113,0.58,Child
88,0.47,Child
486,2.5,Adult
290,1.35,Teen
321,1.63,Teen
112,0.5,Child
587,2.85,Adult
130,0.7,Child
235,1.27,Teen
124,0.54,Child
87,0.43,Child
252,1.21,Teen
244,1.32,Teen
477,2.31,Adult
483,2.34,Adult
83,0.37,Child
281,1.28,Teen
558,2.89,Adult
92,0.45,Child
486,2.42,Adult
259,1.24,Teen
78,0.4,Child
71,0.37,Child
314,1.59,Teen
639,3.3,Adult
78,0.39,Child
238,1.19,Teen
647,3.11,Adult
259,1.41,Teen
571,2.75,Adult
267,1.25,Teen
320,1.61,Teen
244,1.11,Teen
122,0.6,Child
248,1.14,Teen
85,0.37,Child
86,0.45,Child
567,2.72,Adult
257,1.25,Teen
285,1.37,Teen
612,2.94,Adult
559,2.9,Adult
115,0.58,Child
599,2.85,Adult
285,1.51,Teen
498,2.59,Adult
278,1.31,Teen
278,1.29,Teen
303,1.51,Teen
111,0.52,Child
130,0.57,Child
118,0.51,Child
478,2.33,Adult
264,1.35,Teen
561,2.94,Adult
276,1.48,Teen
79,0.35,Child
114,0.59,Child
259,1.23,Teen
528,2.53,Adult
271,1.38,Teen
309,1.44,Teen
321,1.6,Teen
636,3.09,Adult
487,2.43,Adult
92,0.44,Child
469,2.25,Adult
617,3.18,Adult
293,1.5,Teen
450,2.36,Adult
130,0.61,Child
107,0.46,Child
76,0.39,Child
502,2.54,Adult
130,0.67,Child
282,1.51,Teen
121,0.62,Child
134,0.74,Child
644,3.26,Adult
240,1.12,Teen
95,0.5,Child
258,1.18,Teen
105,0.6,Child
105,0.56,Child
235,1.16,Teen
86,0.47,Child
239,1.26,Teen
558,2.86,Adult
118,0.67,Child
500,2.6,Adult
77,0.36,Child
533,2.69,Adult
571,2.81,Adult
80,0.35,Child
113,0.56,Child
132,0.74,Child
253,1.16,Teen
324,1.74,Teen
630,3.18,Adult
241,1.13,Teen
85,0.43,Child
101,0.57,Child
119,0.62,Child
259,1.23,Teen
233,1.19,Teen
256,1.34,Teen
73,0.35,Child
576,2.75,Adult
126,0.57,Child
272,1.34,Teen
464,2.34,Adult
128,0.72,Child
529,2.71,Adult
526,2.52,Adult
96,0.53,Child
622,3.04,Adult
75,0.43,Child
610,3.1,Adult
290,1.43,Teen
534,2.54,Adult
88,0.4,Child
636,3.08,Adult
329,1.57,Teen
124,0.56,Child
514,2.57,Adult
324,1.75,Teen
132,0.72,Child
548,2.7,Adult
637,3.17,Adult
292,1.52,Teen
122,0.61,Child
270,1.33,Teen
122,0.57,Child
87,0.5,Child
454,2.2,Adult
645,3.28,Adult
450,2.2,Adult
594,2.83,Adult
631,3.09,Adult
278,1.44,Teen
261,1.29,Teen
577,2.95,Adult
313,1.44,Teen
556,2.85,Adult
97,0.49,Child
110,0.55,Child
268,1.29,Teen
463,2.29,Adult
581,2.82,Adult
603,2.89,Adult
73,0.35,Child
127,0.6,Child
260,1.27,Teen
489,2.33,Adult
100,0.49,Child
602,2.98,Adult
599,3.11,Adult
104,0.51,Child
99,0.49,Child
303,1.57,Teen
282,1.53,Teen
492,2.49,Adult
476,2.34,Adult
250,1.3,Teen
288,1.57,Teen
252,1.21,Teen
282,1.42,Teen
116,0.52,Child
263,1.34,Teen
307,1.6,Teen
629,3.12,Adult
113,0.55,Child
586,2.88,Adult
581,2.95,Adult
573,3.0,Adult
273,1.26,Teen
249,1.32,Teen
107,0.6,Child
132,0.71,Child
237,1.1,Teen
104,0.47,Child
266,1.35,Teen
325,1.71,Teen
231,1.1,Teen
450,2.2,Adult
279,1.3,Teen
118,0.59,Child
117,0.56,Child
128,0.61,Child
277,1.39,Teen
460,2.4,Adult
135,0.68,Child
522,2.68,Adult
568,2.85,Adult
129,0.57,Child
281,1.5,Teen
317,1.64,Teen
540,2.61,Adult
298,1.52,Teen
500,2.6,Adult
645,3.1,Adult
233,1.22,Teen
642,3.2,Adult
275,1.36,Teen
232,1.27,Teen
268,1.32,Teen
280,1.34,Teen
635,3.28,Adult
261,1.21,Teen
136,0.65,Child
246,1.19,Teen
123,0.62,Child
281,1.33,Teen
316,1.42,Teen
260,1.25,Teen
91,0.48,Child
294,1.42,Teen
94,0.5,Child
73,0.38,Child
236,1.17,Teen
518,2.56,Adult
246,1.22,Teen
93,0.41,Child
329,1.73,Teen
270,1.24,Teen
516,2.65,Adult
131,0.74,Child
111,0.48,Child
237,1.3,Teen
534,2.59,Adult
319,1.56,Teen
546,2.8,Adult
83,0.46,Child
279,1.39,Teen
119,0.63,Child
250,1.17,Teen
618,3.18,Adult
584,2.78,Adult
591,2.83,Adult
607,3.07,Adult
70,0.37,Child
590,3.09,Adult
323,1.53,Teen
128,0.67,Child
503,2.43,Adult
530,2.7,Adult
307,1.46,Teen
90,0.49,Child
92,0.4,Child
315,1.48,Teen
253,1.24,Teen
604,3.17,Adult
266,1.31,Teen
539,2.62,Adult
263,1.2,Teen
315,1.61,Teen
610,2.95,Adult
330,1.75,Teen
89,0.45,Child
97,0.45,Child
542,2.58,Adult
546,2.82,Adult
490,2.43,Adult
288,1.3,Teen
237,1.25,Teen
72,0.38,Child
541,2.83,Adult
606,2.97,Adult
612,3.14,Adult
81,0.36,Child
303,1.39,Teen
252,1.37,Teen
102,0.58,Child
546,2.83,Adult
290,1.59,Teen
72,0.36,Child
115,0.6,Child
295,1.53,Teen
98,0.43,Child
554,2.67,Adult
115,0.55,Child
125,0.56,Child
307,1.58,Teen
531,2.58,Adult
262,1.18,Teen
312,1.66,Teen
481,2.29,Adult
247,1.13,Teen
311,1.65,Teen
84,0.41,Child
314,1.57,Teen
138,0.67,Child
243,1.17,Teen
565,2.93,Adult
529,2.6,Adult
584,3.0,Adult
136,0.75,Child
122,0.54,Child
121,0.58,Child
78,0.39,Child
626,3.03,Adult
644,3.08,Adult
461,2.21,Adult
272,1.43,Teen
239,1.1,Teen
72,0.36,Child
309,1.6,Teen
88,0.48,Child
113,0.51,Child
320,1.54,Teen
541,2.78,Adult
637,3.1,Adult
107,0.47,Child
626,3.14,Adult
85,0.47,Child
73,0.36,Child
274,1.39,Teen
527,2.61,Adult
232,1.1,Teen
251,1.14,Teen
545,2.78,Adult
128,0.71,Child
296,1.42,Teen
309,1.56,Teen
100,0.5,Child
278,1.26,Teen
110,0.57,Child
583,2.77,Adult
555,2.76,Adult
108,0.48,Child
88,0.39,Child
311,1.63,Teen
309,1.58,Teen
238,1.2,Teen
87,0.48,Child
300,1.63,Teen
290,1.51,Teen
330,1.75,Teen
290,1.41,Teen
250,1.36,Teen
536,2.78,Adult
255,1.33,Teen
634,3.3,Adult
643,3.09,Adult
518,2.57,Adult
559,2.91,Adult
294,1.57,Teen
249,1.26,Teen
591,2.95,Adult
93,0.51,Child
127,0.64,Child
579,2.82,Adult
272,1.3,Teen
126,0.59,Child
78,0.43,Child
120,0.54,Child
82,0.39,Child
109,0.61,Child
296,1.51,Teen
239,1.24,Teen
269,1.43,Teen
505,2.43,Adult
110,0.62,Child
131,0.61,Child
241,1.27,Teen
84,0.48,Child
612,3.2,Adult
631,3.3,Adult
272,1.46,Teen
325,1.74,Teen
79,0.45,Child
75,0.35,Child
322,1.5,Teen
131,0.72,Child
554,2.7,Adult
230,1.12,Teen
115,0.56,Child
137,0.65,Child
522,2.68,Adult
463,2.4,Adult
244,1.11,Teen
128,0.56,Child
453,2.38,Adult
637,3.08,Adult
140,0.71,Child
118,0.67,Child
244,1.29,Teen
562,2.87,Adult
317,1.51,Teen
473,2.43,Adult
309,1.56,Teen
129,0.56,Child
301,1.51,Teen
619,3.18,Adult
79,0.4,Child
462,2.25,Adult
239,1.19,Teen
110,0.56,Child
623,2.97,Adult
468,2.23,Adult
102,0.47,Child
321,1.72,Teen
324,1.56,Teen
265,1.31,Teen
302,1.4,Teen
548,2.61,Adult
318,1.69,Teen
301,1.39,Teen
231,1.12,Teen
87,0.47,Child
